Code,Company,City,Country
CBMU,CONTAINER BEST LTD,Saint Petersbourg,Russian Federation
CBNU,CUBNER SAS,PERIGUEUX,France
CBOU,N.V. COBO CONSTRUCTION,PARAMARIBO,Suriname
CBPU,CBSL TRANSPORTATION SERVICES INC,"CHICAGO, IL-60638",United States
CBRU,CANBERRA CONTAINERS,KAMBAH,Australia
CBTU,CONT-ASPHALT LTD.,LA CROIX (LUTRY),Switzerland
CBXU,CBOX CONTAINERS EQUIPMENT BV,Amsterdam,Netherlands
CCCU,CONRAIL CONTAINER GMBH,HAMBURG,Germany
CCDU,CONRO CONTAINER GMBH,SEEVETAL,Germany
CCEU,JUNTAI CONTAINER COMPANY LIMITED,Hong Kong,HK
CCGU,CATU CONTAINERS SA,CAROUGE-GENEVE,Switzerland
CCHU,YARA TERTRE S.A,TERTRE,Belgium
CCIU,KARBONSAN PRESSURE VESSEL & TRADING CO,Orhangazi/BURSA,Turkey
CCKU,CENTRAL CONTAINER LTD,Martonvásár,Hungary
CCLU,"COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD","Kwai Chung, New Territories",HK
CCMU,MERCITALIA RAIL,Rome,Italy
CCOU,A-GAS AMERICAS (REFRIGERANTS & CARBON OFFSETS),"RHOME, TX-76078",United States
CCPU,YOU FIRST EXPRESS DBA CONTAINER CHASSIS AND PARTS,Los Angeles,United States
CCRU,EUROTAINER SA,Rotterdam,Netherlands
CCSU,SERVIAL CC,HELSINGE,Denmark
CCTU,CRAIGS CONTAINER COMPANY,LONDON SW10 9UH,United Kingdom
CCUU,M/S HIKARU SHIPPING LINE DMCC,DUBAI,United Arab Emirates
CCXU,CCR CONTAINERS SAS,NEUILLY SUR SEINE CEDEX,France
CCYU,CHIMI ART (CYPRUS) LTD,Nicosia,Cyprus
CDAU,CDA LOJISTIK A.S.,ISTANBUL,Turkey
CDCU,CEDROB CARGO SP. Z O.O.,Ciechanów,Poland
CDDU,CONTAINER PROVIDERS INTL (BVI) LTD,TORTOLA,"Virgin Islands, British"
CDKU,CONTAINERLAND DANMARK,HVIDOVRE,Denmark
CDMU,CONTAINER DEPOT MUNCHEN GMBH,UNTERFOEHRING,Germany
CDNU,COMPAGNIE DES ILES DU NORD,SAINT BARTHELEMY,France
CDSU,CIRQUE DU SOLEIL INC.,"Montreal, H1Z 4M6",Canada
CEAU,ORANO TN INTERNATIONAL,VALOGNES,France
CECU,CCR CONTAINERS SAS,NEUILLY SUR SEINE CEDEX,France
CEFU,SOLAR ENERGY FACTORY CO LTD,"MAIZURU, KYOTO",Japan
CEIU,CONTENEURS EXPERTS INC,VAUDREUIL-DORION,Canada
CEMU,CHEMION LOGISTIK GMBH,LEVERKUSEN,Germany
CENU,"CUADROS ELECTRICOS NAZARENOS, S.L.",Sevilla,Spain
CEOU,TEXTAINER EQUIPMENT MANAGEMENT LIMITED,"SAN FRANCISCO, CA 94108",United States
CEPU,C.E.P S.R.L,CALATAFIMI SEGESTA (TP),Italy
CERU,RIVERSIDE RESOURCE RECOVERY LTD,DAI7 6JY,United Kingdom
CESU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CETU,CAREL S.A.,PIRAEUS,Greece
CEUU,CHINA EASTERN CONTAINERS LIMITED,HONG KONG,HK
CEXU,CHEMICAL EXPRESS SRL,NAPOLI NA,Italy
CFBU,CHEMISCHE FABRIK KARL BUCHER GMBH,Waldstetten,Germany
CFCU,DEPARTMENT OF NATIONAL DEFENCE (DND),"OTTAWA, ONTARIO K1A OK2",Canada
CFHU,"SHANDONG CONGLIN FRUEHAUF AUTOMOBILE CO.,LTD",Longkou,China
CFIU,CFI INTERMODAL SRL,roma,Italy
CFLU,CRYOFLEET PTE LTD,Singapore,Singapore
CFMU,STATE ENTERPRISE RAILWAYS OF MOLDOVA,KISHINEV,"Moldova, Republic of"
CFRU,CF&S RUSSIA LTD,MOSCOW,Russian Federation
CGAU,CUSTOMISED GAS AUSTRALIA GROUP PTY LTD,MULGRAVE NSW,Australia
CGBU,COREGAS PTY LTD,YENNORA,Australia
CGCU,C.A.B. COOPERATIVA AUTOTRASPORTATORI SOC.COOP,PERUGIA,Italy
CGDU,CRIOGAS SAC,Callao,Peru
CGGU,SEABED GEOSOLUTIONS AS,LAKSEVAAG,Norway
CGIU,CONGLOBAL INDUSTRIES,"SAN RAMON , CA 94583",United States
CGKU,CGK INTERNATIONAL LIMITED,HONG KONG,HK
CGLU,MILLENNIUM INORGANIC CHEMICALS THANN SAS,THANN,France
CGMU,CMA-CGM,MARSEILLE CEDEX 02,France
CGOU,AIR LIQUIDE CONGO,POINTE NOIRE,Congo
CGPU,CG CHEMIKALIEN GMBH & CO. KG,Laatzen,Germany
CGRU,CARGOR BIZKAIA S.L.,ZIERBENA,Spain
CGSU,SAPIO PRODUZIONE IDROGENO OSSIGENO SRL,MONZA (MB),Italy
CHCU,CHALLENGE CONTAINER LOGISTIC INC,GUAYAQUIL,Ecuador
CHDU,CHEMINOVA A/S,Harboöre,Denmark
CHEU,LLC CHEMRESURS,Yaroslavl,Russian Federation
CHFU,"OJSC ""EFREMOV SYNTHETIC RUBBER ENT.""",Efremov,Russian Federation
CHHU,CLH CONTAINER LOGISTIC HAMBURG GMBH & CO KG,HAMBURG,Germany
CHIU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
CHLU,"MARGUISA SHIPPING LINES, S.L.U.",MADRID,Spain
CHMU,ALBEMARLE GERMANY GMBH,LANGELSHEIM,Germany
CHQU,CHEMBRO QUIMICA LTDA,VITORIA-ES,Brazil
CHRU,CHEMOURS COMPANY FC LLC,"WILMINGTON, DE-19898",United States
CHSU,CHS CONTAINER HANDEL GMBH,BREMEN,Germany
CHTU,"COHERENT BOX INTERNATIONAL CO., LTD",Hong-Kong,HK
CHVU,CHV CONTAINERHANDELS UND VERMIETUNGSGES MBH,WIEN,Austria
CHXU,CHEMCO AS,STRUSSHAMN,Norway
CIAU,GEODIS RT ITALIA SRL,CORMANO,Italy
CIBU,CONT-ASPHALT LTD.,LA CROIX (LUTRY),Switzerland
CICU,CIMC CONTAINERS HOLDING COMPANY LTD,GUANGDONG,China
CIGU,EDF,MONTEVRAIN,France
CILU,CARGOSTORE WORLDWIDE TRADING LIMITED,LONDON SW19 7QD,United Kingdom
CIOU,CENTRO INTERNAZIONALE STUDI CONTAINERS (C.I.S.CO.),GENOA,Italy
CIPU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CISU,CON.S.AR. SOC. COOP. CONS.,RAVENNA RA,Italy
CJTU,L & T B.V.,'s-Hertogenbosch,Netherlands
CJYU,"CHONGQING TRANSPORTATION HOLDING (GROUP) CO,LTD",CHONGQING,China
CKCU,SOLSINO LTD,HONG KONG,HK
CKEU,CELERITY TANK LOGISTICS (CHINA) LTD,HONG KONG,HK
CKFU,LIANYUNGANG C-K FERRY CO LTD,LIANYUNGANG CITY,China
CKHU,CLEANCOR ENERGY SOLUTIONS LLC,New York,United States
CKLU,CEEKAY SHIPPING AND MARINE SERVICES LTD,MUMBAI,India
CKRU,WANGYU INVESTMENT CORPORATION,Naperville,United States
CKSU,CK LINE CO LTD,SEOUL,"Korea, Republic of"
CKTU,COOL WORLD NEDERLAND BV,WAALWIJK,Netherlands
CKXU,"CAKEBOXX TECHNOLOGIES,LLC","MCLEAN, VA 22101",United States
CLCU,CARU PRAHA S.R.O,PRAHA,Czech Republic
CLDU,CLDN CARGO NV,ZEEBRUGGE,Belgium
CLEU,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC","Norwell, MA 02061",United States
CLHU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
CLIU,CLBT S.R.L,BENTIVOGLIO - BO,Italy
CLJU,CLK TRANSPORT AND TRADING FZE,DUBAI,United Arab Emirates
CLKU,"CITY AIRPORT, LOGIS&TRAVEL",Seoul,"Korea, Republic of"
CLLU,CASSILON LIMITED,ESSEX CO7 6RB,United Kingdom
CLOU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CLPU,CARGOSOL LOGISTICS PVT.LTD.,Mumbai,India
CLRU,C.L.T. SOC. COOP. A R.L.,Ravenna,Italy
CLSU,CARAVEL LOGISTICS PRIVATE LIMITED,CHENNAI,India
CLTU,SOGECO INTERNATIONAL SA,PARADISO - LUGANO,Switzerland
CLVU,CLEVELAND CONTAINERS,STOCKTON ON TEES,United Kingdom
CLWU,CONLOG OY,YLIKIIMINKI,Finland
CLXU,AMPLE HARVEST CONTAINER FUND SPC,GRAND CAYMAN,Cayman Islands
CMAU,CMA-CGM,MARSEILLE CEDEX 02,France
CMCU,CROWLEY LINER SERVICES INC,"JACKSONVILLE, FL 32225",United States
CMEU,SPARTANK SP. Z.O.O,WROCLAW,Poland
CMGU,CEMENGAL SA,MADRID,Spain
CMLU,"JAEBUM CO.,LTD.",SEOUL,"Korea, Republic of"
CMNU,CMA-CGM,MARSEILLE CEDEX 02,France
CMOU,LLC CRYOR,MOSCOW,Russian Federation
CMRU,AIR LIQUIDE CAMEROUN,DOUALA,Cameroon
CMTU,IJ-CONTAINER APS,GENTOFTE,Denmark
CMUU,HAPAG LLOYD A.G,HAMBURG,Germany
CMYU,CRYOTECH LOGISTICS SDN BHD,"SHAH ALAM, SELANGOR",Malaysia
CMZU,CORNELDER DE MOZAMBIQUE S.A,PO BOX 236 - BEIRA,Mozambique
CNAU,TECHNIC-FRANCE,SAINT-DENIS LA PLAINE,France
CNCU,CMA-CGM,MARSEILLE CEDEX 02,France
CNEU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
CNIU,MAERSK A/S,Copenhagen,Denmark
CNSU,SPINNAKER LEASING CORPORATION,"San Francisco, CA 94111-2602",United States
CNXU,IFREMER,Issy les Moulineaux,France
COCU,SAMSKIP MCL BV,ROTTERDAM,Netherlands
CODU,CROSSOVER ASSET MANAGEMENT (SINGAPORE) PTE LTD,Singapore,Singapore
COGU,ORANO TN INTERNATIONAL,VALOGNES,France
COLU,COLAS AFRIQUE COTE D'IVOIRE,ABIDJAN,Cote d'Ivoire
COMU,COMMONWEALTH STEEL COMPANY PTY LTD,WARATAH,Australia
CONU,CONTAINER OF AMERICA LLC,"FT.LAUDERDALE, FL 33308",United States
COOU,CO-OPERATOR CONTAINER TRANSPORT & LOGISTIC GMBH,BREMEN,Germany
COPU,MAXX SERVICES LIMITED,LIMASSOL,Cyprus
COQU,CONCISA,MADRID,Spain
CORU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
COXU,CEYLON OXYGEN LIMITED,Colombo,Sri Lanka
COYU,CONTAINENTAL LTD,RICHMOND SURREY,United Kingdom
COZU,MAERSK A/S,Copenhagen,Denmark
CPAU,COMBIPASS SAS,AVIGNON CEDEX 09,France
CPBU,CANONS PARK EQUIPMENT CO LTD,TST,HK
CPDU,IES DOWNSTREAM LLC,"KAPOLEI, HI 96707-1807",United States
CPFU,CONSERVA SPA,BITONTO,Italy
CPGU,CARRIER REEFERS & GENSETS BV DIVISION OF CARRIER TRANSICOLT,ROTTERDAM,Netherlands
CPHU,CHR HANSEN A/S,HOERSHOLM,Denmark
CPIU,CONTAINER PROVIDERS OMCC LTD,DUBAI,United Arab Emirates
CPLU,CONTAINERPLUS BV,RUCPHEN,Netherlands
CPPU,CANADIAN PACIFIC RAILWAY COMPANY,"MISSISSAUGA, ONT L5C 4R3",Canada
CPSU,HAPAG LLOYD A.G,HAMBURG,Germany
CPTU,TK SRT,Krasnoyarsk,Russian Federation
CPWU,CONTAINER PROVIDERS INTL (BVI) LTD,TORTOLA,"Virgin Islands, British"
CRAU,CARBOX CO-DOS DE COSTA RICA,ALAJUELA,Costa Rica
CRBU,CHINA RAILWAY TIELONG CONTAINER LOGISTIC CO LTD DALIAN LOGISTIC BRANCH,DALIAN,China
CRFU,C.R. TECHNOLOGY SYSTEMS S.P.A.,Roma,Italy
CRGU,CARGOTAINER GMBH,MANNHEIM,Germany
CRHU,CROS CONSTRUCT SRL,Bucharest,Romania
CRJU,CHINA RAILWAY INTERNATIONAL MULTIMODAL TRANSPORT CO.LTD,BEIJING,China
CRKU,CURT RICHTER SE,KOELN,Germany
CRLU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
CRMU,ACE ENGINEERING CO LTD,SEOUL,"Korea, Republic of"
CRNU,PT INDONESIA RUIPI NICKEL AND CHROME ALLOY,JAKARTA,Indonesia
CROU,"CRYOS CO., LTD.",Busan,"Korea, Republic of"
CRPU,CIMAR RENTING SA,VILA DO CONDE,Portugal
CRRU,CRIMSON SHIPPING CO. INC.,"CHICKASAW, AL-36611",United States
CRSU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CRTU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CRUU,CR CONTAINER TRADING GMBH,Hamburg,Germany
CRXU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CRYU,CRYOTAINER BV,SCHIEDAM,Netherlands
CSAU,CORPORATIVO DE SERVICIOS AMBIENTALES S.A DE C.V,"VILLAHERMOSA, TABASCO",Mexico
CSCU,CONTAINER SOLUTIONS CO LLC,DUBAI,United Arab Emirates
CSFU,CMA-CGM,MARSEILLE CEDEX 02,France
CSHU,CONTAINER SALES & HIRE LTD,"SUNDERLAND, SR4 6SJ",United Kingdom
CSIU,CSI GROUP LLC,QUINCY MA-02169,United States
CSLU,"COSCO SHIPPING DEVELOPMENT (ASIA) CO.,LTD","Kwai Chung, New Territories",HK
CSMU,"CRYO-LEASE, LLC",Ball Ground,United States
CSNU,COSCO SHIPPING LINES CO LTD,Shanghai,China
CSOU,CMA-CGM,MARSEILLE CEDEX 02,France
CSPU,CONTAINERSPOT A/S,RISSKOV,Denmark
CSQU,HAPAG LLOYD A.G,HAMBURG,Germany
CSRU,CRYO SERVICE SRL,SOMAGLIA (LO),Italy
CSSU,CONTAINER SALES & HIRE LTD,"SUNDERLAND, SR4 6SJ",United Kingdom
CSTU,CONTAINER-SERVICE FRIEDRICH TIEMANN GMBH,BREMERHAVEN,Germany
CSUU,CONTAINER SPEDITIONS UND TRANSPORT GMBH,HAMBURG,Germany
CSVU,HAPAG LLOYD A.G,HAMBURG,Germany
CSWU,3M KOREA HIGH TECH,Naju,"Korea, Republic of"
CSYU,CORDELIA CONTAINER SHIPPING LINE LIMITED,Limassol,Cyprus
CSZU,CONTAINER STORAGE,"Reno, NV 89521",United States
CTAU,COOLTAINER NEW ZEALAND LIMITED,CHRISTCHURCH,New Zealand
CTBU,CONTAINER TRADER LTD.,VARNA,Bulgaria
CTCU,TERMCOTANK SA,GENEVE,Switzerland
CTDU,CONTRADE SHIPPING & TRANSPORT S.A.,PIRAEUS,Greece
CTFU,CON.A.P. SCRL,FIORENZUOLA D'ARDA PC,Italy
CTGU,C-TANK GLOBAL PTE.LTD,Singapore,Singapore
CTHU,CHEMICAL TRANSFER CO. INC.,"STOCKTON, CA 95206",United States
CTIU,CHLORITECH INDUSTRIES,Vadodara,India
CTKU,CONTANK S.A.,CASTELLBISBAL (BARCELONA),Spain
CTLU,CTL-ICS B.V.,ROTTERDAM,Netherlands
CTMU,CETEM CONTAINERS N.V.,ANTWERP,Belgium
CTNU,CONTARGO GMBH & CO. KG,Mannheim,Germany
CTPU,PT PELAYARAN CARAKA TIRTA PERKASA,JAKARTA,Indonesia
CTQU,CTR INTERNATIONAL INC.,Louiseville,Canada
CTRU,H.ESSERS TRANSPORT COMPANY NEDERLAND BV,VALKENSWAARD,Netherlands
CTSU,CYCLIFE FRANCE SA,CODOLET,France
CTTU,CANTAS IC VE DIS TIC.SOG.SIS.SAN.A.S.,ISTANBUL,Turkey
CTUU,CZECH TECHNICAL UNIVERSITY IN PRAGUE,Bustehrad,Czech Republic
CTWU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
CTXU,CONTAINEX CONTAINER -HANDELSGESELLSCHAFT MBH,WIENER NEUDORF,Austria
CUBU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
CUCU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CUNU,COMBIUNITS AS,EIDSVAGNESET,Norway
CVAU,TAYLOR-WHARTON AMERICA INC,"BAYTOWN,TX",United States
CVVU,CV SUKSES MAJU BERSAMA,"CIKARANG, BEKASI",Indonesia
CWFU,SITC COWIN SUPPLY CHAIN LIMITED,Causeway Bay,HK
CWLU,CONTAINERWORLD (PTY) LTD,DURBAN,South Africa
CWSU,GCATAINER BV,MOERDIJK,Netherlands
CWTU,CARGOSTORE WORLDWIDE TRADING LIMITED,LONDON SW19 7QD,United Kingdom
CWWU,"CONTAINER WORLD-WIDE, INC",Rowland Heights,United States
CXCU,"MATSON NAVIGATION COMPANY, INC","OAKLAND, CA 94610",United States
CXDU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CXHU,CEX (HKG) LIMITED,"CAUSEWAY BAY, HONG KONG",HK
CXIU,TITAN CONTAINERS A/S,TAASTRUP,Denmark
CXLU,CANGZHOU SUNHEAT CHEMICALS CO LTD,"CANGZHOU CITY, HEBEI PROVINCE",China
CXNU,CONTAINER CORPORATION OF INDIA LTD.,NEW DELHI,India
CXPU,ORANO CYCLE,PIERRELATTE CEDEX,France
CXRU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CXSU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CXTU,SEACO SRL,BRIDGETOWN BB11144,Barbados
CXWU,CONEXWEST,San Francisco,United States
CYAU,"CYANCO INTERNATIONAL,LLC","RENO, NV 89523",United States
CYCU,TRANSPLANNER SP ZOO,BANINO,Poland
CYDU,CRYODIRECT LIMITED,CENTRAL HONG KONG,HK
CYLU,CRYOLOR,ENNERY,France
CYZU,"CRRC YANGTZE CO., LTD.",Wuhan,China
CZLU,CMA-CGM,MARSEILLE CEDEX 02,France
CZPU,CONZEPT CONTAINER MODULBAU & HANDEL GMBH,SALZBURG,Austria
CZTU,"NEW CENTRANS INTERNATIONAL MARINE SHIPPING CO., LIMITED",,HK
CZZU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
DAAU,DANISH MINISTRY OF DEFENCE ACQUISITION AND LOGISTICS ORGANISATION,BALLERUP,Denmark
DACU,DANCONTAINER A/S,Nordhavn,Denmark
DADU,TANKTRAILER NEDERLAND,NUMANSDORP,Netherlands
DAIU,"DAIKIN INDUSTRIES, LTD",OSAKA,Japan
DAMU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
DANU,DONATI SPEDITION S.R.L.,FAENZA,Italy
DAWU,GLENCORE AGRICULTURE UK LTD,THAME,United Kingdom
DAXU,NAVIERA DIRECT AFRICA LINE S.A,MADRID,Spain
DAYU,DAL DEUTSCHE AFRIKA-LINIEN GMBH & CO,HAMBURG,Germany
DBCU,DRY BOX INC,"CHEHALIS, WA-98532",United States
DBJU,"DENBA JAPAN CO., LTD.",Tokyo,Japan
DBOU,DE BOER CONTAINER TRADING B.V.,SUSTEREN,Netherlands
DBRU,DRILL BASE OIL RESOURCES SDN BHD,MONT\'KIARA,Malaysia
DBVU,DBV BAUMASCHINEN & BAUGERAETEVERTRIEBS GMBH,DEGGENDORF,Germany
DBXU,DB CARGO AG,MAINZ,Germany
DBZU,ISTALKO ALKOL TRANSIT TICARET LIMITED SIRKETI,"KABATAS-BEYOGLU, ISTANBUL",Turkey
DCAU,CACI,RAMBOUILLET CEDEX,France
DCHU,DMITRIEVSKY CHEMICAL PLANT - PRODUCTION,"Kineshma, Ivanovo region",Russian Federation
DCIU,DANA CONTAINER INC.,"AVENEL, NJ 07001",United States
DCLU,DEUCON CHEMIELOGISTIK GMBH,Hanstedt,Germany
DCMU,MINISTERE DES ARMEES - SIMMT,Versailles cedex,France
DCNU,EDF DCN,ST DENIS CEDEX,France
DCOU,DOW SILICONES UK LIMITED,BARRY CF63 2YL,United Kingdom
DCSU,DANISH CONTAINER SUPPLY,NOERRESUNDBY,Denmark
DCTU,BERTSCHI AG,DUERRENAESCH,Switzerland
DCXU,NOURYON PPC AB,BOHUS,Sweden
DDCU,DAL DEUTSCHE AFRIKA-LINIEN GMBH & CO,HAMBURG,Germany
DDDU,WNG CONTAINER SERVICE CO LIMITED,Shanghai,China
DDEU,DE DECKER - VAN RIET BVBA,LONDERZEEL-MALDEREN,Belgium
DEAU,JSC ECOMET-S,ST PETERSBURG,Russian Federation
DEBU,NASACO INTERNATIONAL LIMITED,COSSONAY-VILLE,Switzerland
DECU,DECCAN FINE CHEMICALS INDIA PRIVATE LIMITED,HYDERABAD,India
DEKU,FORVARD TRANS SERVICE LTD,SAINT PETERSBURG,Russian Federation
DELU,AMARAL INDUSTRIES COMMON LAW,OAKLAND,United States
DENU,HARDING CONTAINERS INTERNATIONAL INC.,"LONG BEACH, CA 90810",United States
DESU,DESPRED,SOFIA,Bulgaria
DFDU,DSV ROAD HOLDING A/S,HEDEHUSENE,Denmark
DFIU,VENTURA TRADING LTD,"HAMILTON, HM",Bermuda
DFJU,MS LOGISTICS LTD.,Sandbach,United Kingdom
DFLU,LLC DFI-TT,MOSCOW,Russian Federation
DFOU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
DFSU,FLORENS ASSET MANAGEMENT COMPANY LIMITED,Hong Kong,HK
DFVU,DESAI FRUITS VENTURE PRIVATE LTD,Navsari,India
DFWU,STEEL CONTAINERS NET,"BURLESON, TX-76028",United States
DGFU,DANMAR LINES LTD,BASEL,Switzerland
DGGU,DAWSONGROUP GLOBAL,Milton Keynes,United Kingdom
DGIU,ISOCHEM LOGISTICS LLC,"Houston, TX 77078",United States
DGRU,"SHANGHAI DONG GUILIAN CONTAINER RENTAL CO.,LTD",Shanghai,China
DHBU,DEN HARTOGH DRY BULK LOGISTICS,Hull,United Kingdom
DHDU,DEN HARTOGH GLOBAL BV,ROTTERDAM,Netherlands
DHGU,DEN HARTOGH GAS LOGISTICS,ROTTERDAM,Netherlands
DHIU,DEN HARTOGH LIQUID LOGISTICS BV,ROTTERDAM,Netherlands
DHRU,DEN HARTOGH LIQUID LOGISTICS BV,ROTTERDAM,Netherlands
DHZU,DHL GLOBAL FORWARDING (ITALY) S.P.A,POZZUOLO MARTESANA (MI),Italy
DIAU,DREDGING INTERNATIONAL ASIA PACIFIC PTE LTD,Singapore,Singapore
DIDU,BERTSCHI AG,DUERRENAESCH,Switzerland
DIGU,DAESUNG INDUSTRIAL GASES CO.LTD,GYEONGGI-DO,"Korea, Republic of"
DINU,DINLANKA LOGISTICS (PVT) LTD,Colombo 03,Sri Lanka
DISU,STAR,MAMOUDZOU,Mayotte
DJCU,DJ CONTAINERS BVBA SARL,ANTWERPEN,Belgium
DJIU,DJIBOUTI SHIPPING COMPANY FZE,,Djibouti
DJLU,"DONGJIN SHIPPING CO,LTD",SEOUL,"Korea, Republic of"
DKCU,"LLC ""GENERAL CONTAINER SERVICES""",KYIV,Ukraine
DKLU,ROYAL NETHERLANDS AIR FORCE,BREDA,Netherlands
DKOU,DAELIM CORPORATION,SEOUL,"Korea, Republic of"
DLAU,DENTOON BV,HELLEVOETSLUIS,Netherlands
DLFU,D'ALFONSO AUTOTRASPORTI SRL,CROTONE KR,Italy
DLHU,HONGKONG DALIANG MARINE LIMITED,HONGKONG,China
DLKU,STOLT TANK CONTAINERS LEASING LTD,HAMILTON,Bermuda
DLMU,DLM DIENSTLEISTUNGEN & MANAGEMENT GMBH,BREMEN,Germany
DLSU,DELTA SERVICE LOCATION,CORBAS,France
DLTU,DALREFTRANS LTD,VLADIVOSTOK,Russian Federation
DLVU,DELVER AGENTS LLC,"Seattle, WA 98119",United States
DMBU,DAMEN SHIPYARDS GORINCHEM,GORINCHEM,Netherlands
DMEU,DME AEROSOL LLC,Pervomaysky workers settlement,Russian Federation
DMIU,DESKTOP METAL,Burlington,United States
DMLU,DOLPHIN MOVERS LIMITED,Enfield,United Kingdom
DMZU,LLC TEHINVESTPOSTACH,KYIV,Ukraine
DNAU,SEACO SRL,BRIDGETOWN BB11144,Barbados
DNCU,DANCONTAINER A/S,Nordhavn,Denmark
DNEU,DOERSAM + NICKEL TRANSPORT GMBH,MAINZ,Germany
DNRU,SPECTRANSGARANT LLC,MOSCOW,Russian Federation
DNSU,JSC NAC KAZATOMPROM,ASTANA,Kazakhstan
DNVU,CARGOSTORE WORLDWIDE TRADING LIMITED,LONDON SW19 7QD,United Kingdom
DOCU,USDOC NOAA / PMEL,"SEATTLE, WA 98115",United States
DODU,MILITARY SURFACE DEPLOYMENT AND DISTRIBUTION COMMAND,"SCOTT AFB,IL 62225-5006",United States
DOGU,BIG DOG CONTAINERS INC,New Westminster,Canada
DOLU,DOLPHIN LINE SHIPPING LLC,DUBAI,United Arab Emirates
DONU,COMMISSIONARIA S.R.L.,RAVENNA RA,Italy
DOVU,DONMEZ VARIL AS,IZMIR,Turkey
DPCU,DUPONT,"WILMINGTON, NC 19805",United States
DPIU,EDF,MONTEVRAIN,France
DPKU,UNITED NATIONS LOGISTICS BASE,BRINDISI,Italy
DPRU,LLC KVADRAT,"Perm Territory, Tchaikovsky",Russian Federation
DPSU,"DART PORTABLE STORAGE, INC","EAGAN, MN 55121",United States
DRAU,DRACONTAINERS CORP,"MARBELLA,",Panama
DRSU,FILTERCARE BV,OSS,Netherlands
DRYU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
DSLU,DANUBE SHIPPING SERVICE LIMITED,"Hong Kong, Wan Chai",HK
DSNU,CEA,St Paul Lez Durance,France
DSRU,"DISA RED DE SERVICIOS PETROLIFEROS, S.A.",Santa Cruz de Tenerife,Spain
DSSU,PT INDONESIA GUANG CHING NICKEL AND STAINLESS STEEL IND,SOUTH JAKARTA,Indonesia
DSTU,DMS S.R.O.,DUKOVANY,Czech Republic
DSZU,DRAGON GROUP,HONG KONG,HK
DTCU,DECCAN TRANSCON LEASING PVT LTD,Hyderabad,India
DTGU,NIPPON GASES OFFSHORE LIMITED,ABERDEEN,United Kingdom
DTLU,DANTECO INDUSTRIES BV,BERGSCHENHOEK,Netherlands
DTOU,TERMCOTANK SA,GENEVE,Switzerland
DTPU,VENTURA TRADING LTD,"HAMILTON, HM",Bermuda
DTXU,HARDING CONTAINERS INTERNATIONAL INC.,"LONG BEACH, CA 90810",United States
DUCU,DUTCH ANTILLEAN CONTAINER LEASING NV,LIMASSOL,Cyprus
DUTU,DUTCHTAINER,Barendrecht,Netherlands
DUVU,DUVEL MOORTGAT NV,Puurs,Belgium
DVKU,SELENA LTD,St. Petersburg,Russian Federation
DVRU,CMA-CGM,MARSEILLE CEDEX 02,France
DWAU,EVONIK DEGUSSA ANTWERPEN N.V,ANTWERPEN 4,Belgium
DWBU,WARSTEINER BRAUEREI,WARSTEIN,Germany
DWFU,"DONGWOO FINE CHEM CO, LTD",JEONBUK,"Korea, Republic of"
DXIU,PT. DEXIN STEEL INDONESIA,JAKARTA,Indonesia
DXTU,DIOXITEK SA,BUENOS AIRES,Argentina
DYLU,"DONGYOUNG SHIPPING CO.,LTD","Jung-gu, Seoul","Korea, Republic of"
DZLU,TORINO GRAZYNA NYCZ,BOLESLAWIEC,Poland
EACU,EAG INTERNATIONAL CONTAINER LIMITED,HONG KONG,HK
EADU,EADS SPACE TRANSPORTATION SAS,LES MUREAUX,France
EAFU,AGI,"BH15 3SS, POOLE",United Kingdom
EAGU,ERNST AUTOTRANSPORT AG,ZURICH,Switzerland
EAIU,"CSRU LOCACOES DE EQUIPAMENTOS, VEICULOS E TRANSPORTE S.A",MONTEVIDEO,Uruguay
EALU,EUROASIA TOTAL LOGISTICS (M) SDN. BHD.,Penang,Malaysia
EAMU,"ASSOCIATED ASPHALT TAMPA, LLC","TAMPA, FL 33619",United States
